title,release_date,revenue,popularity,vote_count,vote_average,budget,runtime,adult,genre_names,collection_name
Tender Flesh,1997-07-01,0,1.886,6,3.2,0,93,false,Horror,NA
Dead West,2016-01-01,0,1.886,5,3.8,0,115,false,"Crime, Drama, Horror, Thriller",NA
Isolation,2021-08-27,0,1.886,4,4.0,0,104,false,Horror,NA
60 Seconds to Live,2022-02-08,0,1.886,1,3.0,0,0,false,Horror,NA
Grim Woods,2019-10-29,0,1.885,4,5.0,0,85,false,Horror,NA
The Incantation,2018-04-27,0,1.884,9,4.6,0,98,false,"Adventure, Fantasy, Horror, Mystery, Thriller",NA
The Dybbuk,1960-10-03,0,1.884,0,0.0,0,104,false,"Drama, Fantasy, History, Horror, TV Movie",NA
Lurking,2022-05-13,0,1.884,1,5.0,0,85,false,"Horror, Mystery",NA
Crawler,2009-07-24,0,1.883,2,1.5,0,104,false,"Horror, Thriller",NA
The Night Stalker,1986-09-01,0,1.883,3,2.7,0,93,false,"Action, Crime, Horror, Thriller",NA
Head Cases: Serial Killers in the Delaware Valley,2013-09-28,0,1.883,5,5.3,0,90,false,"Horror, Thriller",Head Cases
Banshee!!!,2008-01-01,0,1.882,7,6.2,0,0,false,Horror,NA
The Abducted,2009-03-01,0,1.882,13,3.8,82000,82,false,"Horror, Thriller",Naked Fear Collection
The Wild Man of the Navidad,2008-04-24,0,1.882,10,4.3,0,86,false,"Drama, Horror, Mystery",NA
Zombie A-Hole,2012-08-21,0,1.882,5,3.4,0,108,false,Horror,NA
La hermandad,2013-08-09,0,1.882,5,5.0,0,0,false,"Horror, Thriller",NA
RISEN,2008-11-21,0,1.881,2,1.5,750000,90,false,"Action, Horror, Mystery",NA
Mirage,1990-12-12,0,1.881,13,4.8,0,84,false,Horror,NA
Deadlands 2: Trapped,2008-10-27,2950,1.88,8,6.5,5800,85,false,"Horror, Science Fiction, Thriller",Deadlands Collection
Mindflesh,2008-08-26,0,1.879,9,3.9,0,72,false,"Drama, Horror, Science Fiction, Thriller",NA
Sin Reaper,2013-01-02,0,1.879,8,3.6,0,90,false,"Horror, Thriller",NA
A Brush With Death,2007-03-07,0,1.878,11,3.1,200000,83,false,Horror,NA
Lake Artifact,2019-08-28,0,1.877,3,3.7,0,96,false,"Comedy, Horror, Science Fiction, Thriller",NA
Spectres of the Spectrum,2000-03-17,0,1.876,3,5.7,0,94,false,"Comedy, Horror, Science Fiction",NA
Fearmakers,2008-01-19,0,1.876,4,3.3,0,75,false,Horror,NA
Watchers 3,1994-11-16,0,1.876,16,3.9,0,84,false,"Horror, Science Fiction",Watchers Collection
The Little Mermaid,2011-10-21,0,1.876,4,5.5,0,7,false,Horror,NA
Terrortory 2,2018-10-01,0,1.876,11,5.1,0,100,false,Horror,NA
Furry Nights,2016-10-12,0,1.876,3,3.3,0,72,false,"Horror, Thriller",NA
Brutal Massacre: A Comedy,2008-07-22,0,1.875,16,4.4,0,94,false,"Comedy, Horror",NA
The Death of April,2012-10-09,0,1.875,3,4.7,0,90,false,"Horror, Mystery",NA
The Caretaker,2016-09-30,0,1.875,18,4.5,0,80,false,"Horror, Thriller",NA
A Darker Reality,2008-06-30,0,1.874,9,4.0,0,87,false,Horror,NA
Convergence,2000-08-15,0,1.874,3,4.7,0,93,false,"Horror, Thriller",NA
Blood Is Thicker Than Water: The Making of Halloween H20,2013-09-23,0,1.874,4,8.5,0,60,false,"Documentary, Horror",NA
A Guidebook to Killing Your Ex,2016-11-30,0,1.874,3,3.7,0,71,false,"Comedy, Drama, Horror",NA
Beyond the Dunwich Horror,2008-05-23,0,1.873,2,5.0,75000,104,false,Horror,NA
Butterfly,2010-10-31,0,1.873,2,5.5,250000,90,false,"Horror, Thriller",NA
Terrortory,2016-10-01,0,1.873,8,5.1,0,92,false,Horror,NA
A Very Very Sexy Snuff Movie,2012-11-01,0,1.873,2,3.5,0,112,false,"Comedy, Horror",NA
The Luring,2019-01-26,0,1.873,3,4.0,0,108,false,"Horror, Thriller",NA
Peter Rottentail,2004-06-29,0,1.872,5,3.0,0,71,false,Horror,NA
The Unkindness of Ravens,2016-01-09,0,1.872,9,5.3,0,85,false,"Drama, Horror",NA
Soft Matter,2018-06-08,0,1.872,3,6.7,0,72,false,"Comedy, Horror, Science Fiction",NA
Dr. Jekyll and Mr. Hyde,1973-03-07,0,1.871,2,6.0,0,90,false,"Horror, Science Fiction",NA
To Die For,1988-01-01,0,1.87,3,4.0,0,94,false,Horror,NA
Cool As Hell,2013-02-19,0,1.87,3,2.3,0,100,false,"Comedy, Horror",NA
The Laughing Mask,2014-10-31,0,1.87,10,4.3,0,101,false,"Crime, Horror, Thriller",NA
Pagan Warrior,2019-11-11,0,1.87,3,4.0,0,82,false,Horror,NA
Shapeless,2021-06-10,0,1.87,3,5.3,0,88,false,"Drama, Horror",NA
Murder Collection V.1,2009-05-01,0,1.869,7,4.9,0,82,false,Horror,NA
Paranormal,2009-10-24,0,1.869,1,1.0,0,98,false,"Horror, Mystery, Thriller",NA
Axegrinder,2006-10-10,0,1.869,5,5.0,0,82,false,Horror,The Axe Grinder Collection
Blood,1973-09-01,0,1.867,11,5.0,0,74,false,Horror,NA
Ripper Man,1995-02-01,0,1.867,4,5.4,0,89,false,"Action, Horror, Thriller",NA
Satan's School for Lust,2002-01-01,0,1.866,4,3.5,0,65,false,Horror,NA
Beyond Darkness,1990-07-31,0,1.866,24,4.4,0,95,false,"Horror, Thriller",NA
Lizzie Borden's Revenge,2013-10-18,0,1.866,16,2.0,0,83,false,Horror,NA
Revenge Ride,2020-06-05,0,1.866,7,3.8,0,73,false,"Action, Horror",NA
Occurrence at Mills Creek,2020-09-12,0,1.866,4,5.0,0,84,false,"Drama, Fantasy, Horror",NA
Bigfoot's Bride,2020-02-07,0,1.866,1,4.0,4500,78,false,Horror,NA
Plasterhead,2006-10-01,0,1.865,6,3.1,0,94,false,Horror,NA
Evil Things,2012-12-12,0,1.865,13,4.1,0,0,false,"Horror, Thriller",NA
Kicking Blood,2021-09-10,0,1.865,1,6.0,0,80,false,"Drama, Fantasy, Horror",NA
Caesar and Otto's Deadly Xmas,2012-06-30,0,1.864,5,3.5,0,90,false,"Comedy, Horror",Caesar and Otto Collection
Die-ner (Get It?),2009-10-31,0,1.863,18,3.9,5000000,75,false,"Comedy, Horror",NA
The House of Usher,2007-09-11,1677,1.863,16,4.7,130000,80,false,"Drama, Horror, Thriller",NA
Tell,2012-05-23,0,1.863,26,6.1,0,33,false,Horror,NA
11:23 - 09:59 (About Fear),2014-09-26,0,1.863,11,2.8,0,75,false,Horror,NA
American Backwoods: Slew Hampshire,2015-10-06,0,1.863,5,5.3,0,103,false,"Comedy, Horror, Thriller",NA
Starkweather,2004-11-08,0,1.862,10,5.0,0,92,false,"Crime, Drama, Horror",NA
Project: Metalbeast,1995-01-03,0,1.862,21,4.9,0,92,false,Horror,NA
The Newlydeads,1987-01-01,0,1.862,9,3.3,250000,77,false,Horror,NA
Jekhane Bhooter Bhoy,2012-12-20,0,1.862,10,6.3,0,100,false,"Adventure, Horror",NA
Jennifer's Shadow,2004-01-01,0,1.861,7,3.9,0,96,false,"Horror, Mystery",NA
Mutant Hunt,1987-06-01,0,1.861,11,3.9,0,76,false,"Action, Horror, Science Fiction, Thriller",NA
God of Vampires,2010-07-02,56705,1.861,3,2.3,0,144,false,"Action, Horror, Thriller",NA
Shelf Life,2004-10-09,0,1.861,3,6.7,0,90,false,Horror,NA
Grace's Room,2016-03-10,0,1.861,2,7.5,20000,96,false,"Comedy, Fantasy, Horror",NA
Lunch Meat,1987-01-01,0,1.86,5,4.6,0,88,false,"Drama, Horror",NA
Sensored,2009-12-04,0,1.859,10,4.9,0,97,false,"Drama, Horror, Thriller",NA
Ankle Biters,2021-10-01,0,1.859,6,5.8,0,90,false,"Comedy, Horror",NA
Are You Scared 2,2009-02-10,0,1.858,12,2.8,0,93,false,"Action, Adventure, Horror",Are You Scared? Collection
Corazon: Ang Unang Aswang,2012-03-14,0,1.858,2,5.5,0,101,false,"Drama, Horror",NA
The Dead Inside,2011-07-20,0,1.857,10,4.6,0,98,false,"Horror, Music",NA
Alien Seed,1989-11-01,0,1.856,10,2.2,0,88,false,"Horror, Mystery, Science Fiction, Thriller",NA
Bug Buster,1998-01-18,0,1.856,8,3.4,8500000,93,false,"Comedy, Horror",NA
Blood Relic,2005-07-07,0,1.855,7,7.0,0,86,false,Horror,NA
A Bucket of Blood,1995-09-12,0,1.855,12,5.0,0,83,false,"Comedy, Horror, Thriller, TV Movie",NA
Out of the Shadows,2017-04-29,0,1.855,6,7.7,0,91,false,"Horror, Thriller",NA
Tales of the Third Dimension,1984-04-01,0,1.854,1,4.0,0,85,false,"Comedy, Horror",NA
She Who Must Burn,2015-01-01,0,1.854,11,5.2,0,90,false,"Drama, Horror, Thriller",NA
Star Light,2020-02-18,0,1.854,6,4.7,0,89,false,"Horror, Mystery, Thriller",NA
Francis in the Haunted House,1956-07-09,0,1.853,5,5.2,0,80,false,"Comedy, Family, Fantasy, Horror",Francis the Talking Mule Collection
Unearthed,2004-08-14,0,1.852,3,1.7,0,126,false,"Horror, Science Fiction",NA
Teacher Shortage,2020-01-01,0,1.852,1,4.0,0,0,false,Horror,NA
House of Afflictions,2017-04-06,0,1.851,3,8.3,0,95,false,"Horror, Thriller",NA
The Devonsville Terror,1983-10-15,0,1.85,16,4.9,0,82,false,Horror,NA
The Night Visitor 2: Heather's Story,2016-10-04,0,1.85,3,4.3,100000,69,false,"Horror, Science Fiction",NA
Comforting Skin,2011-10-10,0,1.849,9,2.8,0,109,false,"Drama, Fantasy, Horror, Thriller",NA
Truth or Dare?: A Critical Madness,1986-06-01,0,1.848,11,5.5,200000,88,false,Horror,NA
Satan's Princess,1989-12-01,0,1.848,4,3.5,0,90,false,"Crime, Horror, Thriller",NA
The Nights Before Christmas,2020-10-25,0,1.848,2,6.5,0,103,false,Horror,NA
Ghost Rig,2003-07-01,0,1.847,6,4.8,0,90,false,"Drama, Horror, Thriller",NA
Doomsday County,2010-10-09,0,1.847,1,6.0,0,83,false,Horror,NA
Ouija 2,2022-04-07,0,1.847,0,0.0,0,0,false,Horror,NA
Evil Never Dies,2003-06-01,0,1.846,8,5.8,0,205,false,"Horror, Thriller",NA
Alone in the Ghost House,2015-06-05,0,1.846,4,5.5,0,82,false,Horror,NA
Sheborg Massacre,2016-07-04,0,1.846,11,4.0,0,90,false,"Action, Adventure, Comedy, Horror, Science Fiction",NA
Zombie Roadkill,2010-10-04,0,1.845,6,7.2,0,30,false,"Comedy, Horror",NA
Still Life,2005-09-10,0,1.845,28,6.7,0,9,false,"Horror, Science Fiction",NA
The Jester: Chapter 3,2019-10-31,0,1.845,28,7.1,0,14,false,Horror,NA
UKM: The Ultimate Killing Machine,2006-11-21,0,1.844,14,2.2,0,90,false,"Horror, Science Fiction",NA
Die Hard Dracula,1998-01-01,0,1.844,13,2.3,0,88,false,"Comedy, Horror",NA
In Memory of,2016-01-01,0,1.844,4,3.0,0,0,false,"Adventure, Horror, Science Fiction",NA
Diagnosis: Death,2010-04-16,0,1.843,7,5.4,0,80,false,"Comedy, Horror",NA
Deathlands,2003-05-17,0,1.843,4,3.5,0,88,false,"Horror, Science Fiction, TV Movie",NA
Mon Ami,2012-09-28,0,1.843,3,7.0,0,95,false,"Comedy, Horror",NA
Within the Rock,1996-06-08,0,1.843,8,4.4,0,88,false,"Horror, Science Fiction",NA
Vamps 2: Blood Sisters,2002-01-01,0,1.843,2,2.5,0,90,false,Horror,NA
A Blood Story,2015-06-09,0,1.843,4,2.6,0,85,false,Horror,NA
The Demon's Child,2022-04-06,0,1.843,0,0.0,0,0,false,Horror,NA
Glass,2022-05-18,1,1.843,0,0.0,3,4,false,"Comedy, Horror, Thriller",NA
Deep Freeze,2002-06-10,0,1.842,13,4.2,0,80,false,"Action, Horror, Science Fiction",NA
Muirhouse,2013-06-18,0,1.842,13,3.7,0,75,false,Horror,NA
Murders,2022-06-01,0,1.842,0,0.0,0,90,false,"Crime, Horror, Thriller",NA
Rapturious,2007-10-02,0,1.841,10,4.1,0,92,false,Horror,NA
Garden of Hedon,2013-12-08,0,1.841,1,5.0,0,119,false,"Horror, Mystery",NA
Rabid Grannies,1988-01-01,0,1.84,29,4.9,0,90,false,"Comedy, Horror",NA
Kiss the Abyss,2012-11-14,0,1.84,4,7.0,0,88,false,Horror,NA
The Beast That Killed Women,1965-08-05,0,1.84,12,4.0,0,60,false,Horror,NA
"Piranha, Piranha",1972-01-01,0,1.84,9,3.9,0,90,false,"Action, Horror, Thriller",NA
Spiker,2007-10-16,0,1.84,6,2.3,0,90,false,Horror,NA
Roadside Massacre,2012-05-01,0,1.839,11,3.8,325000,83,false,Horror,NA
Red Eye,2017-10-01,0,1.839,3,4.0,10000,73,false,Horror,NA
RIP: Rest in Pieces,2020-10-26,0,1.839,2,4.0,0,80,false,"Action, Horror",NA
Pieces of Talent,2012-01-01,0,1.837,10,6.2,0,95,false,"Horror, Thriller",NA
Bong of the Dead,2011-02-04,0,1.835,12,3.9,0,91,false,"Action, Comedy, Horror",NA
The Toy Box,1971-10-27,0,1.834,12,4.4,0,89,false,"Horror, Science Fiction",NA
The Severed Arm,1973-11-02,0,1.833,19,4.8,0,89,false,Horror,NA
Kill Keith,2011-11-11,0,1.832,8,3.8,0,93,false,"Comedy, Horror",NA
Lukas' Child,1993-01-01,0,1.832,4,3.5,0,85,false,Horror,NA
Master Pieces,2020-09-25,0,1.832,2,6.5,0,86,false,"Horror, Thriller",NA
Autumn,2009-10-24,0,1.831,23,2.9,0,110,false,"Drama, Horror",NA
The Hypnotic Eye,1960-02-17,0,1.831,15,6.3,365000,79,false,Horror,NA
Fetish Dolls Die Laughing,2012-04-24,0,1.831,4,1.3,4000,60,false,"Comedy, Fantasy, Horror",NA
P=ωρ The Dark Energy,2015-10-13,0,1.831,0,0.0,0,90,false,Horror,NA
A Place in Hell,2018-04-03,0,1.831,9,5.1,0,87,false,"Horror, Thriller",NA
The Westing Game,1997-09-14,0,1.83,3,7.7,0,95,false,"Drama, Family, Horror, Mystery",NA
Home Sweet Home,1981-01-01,0,1.829,18,4.3,0,85,false,Horror,NA
The Corpse Grinders II,2000-12-15,0,1.828,4,4.8,0,103,false,"Horror, Science Fiction",NA
The Cove,2021-01-17,0,1.828,2,6.5,0,100,false,"Adventure, Horror",NA
Colin,2008-01-01,0,1.827,24,4.7,0,97,false,"Action, Drama, Horror",NA
Echap,2011-11-15,0,1.827,1,1.0,0,78,false,Horror,NA
Shake Rattle and Roll Fourteen: The Invasion,2012-12-24,0,1.827,1,6.0,0,117,false,"Action, Comedy, Horror","Shake, Rattle & Roll Collection"
The Dead Can't Dance,2010-04-01,0,1.827,2,7.0,0,98,false,"Comedy, Horror, Science Fiction",NA
Tales of Frankenstein,1958-01-01,0,1.826,2,5.5,0,28,false,"Drama, Horror, Science Fiction",NA
Bane,2008-01-01,0,1.826,17,4.9,0,104,false,Horror,NA
Bag Boy Lover Boy,2014-07-23,0,1.826,8,3.6,0,77,false,"Comedy, Horror",NA
13th Child,2002-10-25,0,1.825,12,2.4,0,99,false,"Horror, Thriller",NA
Hair Wolf,2018-01-20,0,1.825,11,7.3,0,12,false,"Comedy, Horror",NA
A Dark Foe,2021-07-30,0,1.825,11,3.1,0,113,false,"Crime, Drama, Horror, Thriller",NA
Evil Spirits,1990-01-01,0,1.824,4,3.8,0,95,false,"Comedy, Horror",NA
Dead by Dawn,2020-04-07,0,1.824,9,5.4,0,84,false,Horror,NA
School's Out Forever,2021-02-15,0,1.824,10,6.2,1250000,105,false,"Comedy, Drama, Horror, Thriller",NA
Terror of Frankenstein,1977-01-01,0,1.823,3,5.7,0,92,false,"Horror, Science Fiction",NA
The Woman Hunt,1972-11-01,0,1.823,3,3.8,0,72,false,Horror,NA
Choker,2005-10-10,0,1.823,7,3.7,35000,93,false,"Action, Horror, Science Fiction",NA
Scare BNB,2019-04-02,0,1.823,6,4.5,0,89,false,"Horror, Mystery, Thriller, TV Movie",NA
The Unforgiving,2010-08-20,0,1.822,16,3.2,0,74,false,"Horror, Thriller",NA
Night of Fear,1973-03-16,0,1.822,10,5.2,0,54,false,"Horror, Thriller",NA
She Walks the Woods,2019-10-22,0,1.822,2,5.5,45000,81,false,Horror,NA
Fisher,2021-11-17,0,1.822,2,2.0,0,125,false,"Crime, Drama, Horror, Mystery, Thriller",NA
The Dark House,2009-10-29,0,1.821,19,6.5,0,0,false,"Drama, Horror, Thriller",NA
Ghost Writer,1989-12-07,0,1.821,4,2.3,0,94,false,"Comedy, Horror",NA
Hell Trip,2018-09-14,0,1.821,9,4.0,0,86,false,"Horror, Thriller",NA
Clown Nightmare,2019-09-13,0,1.821,4,5.1,0,72,false,Horror,NA
I Am Lisa,2020-10-09,0,1.821,35,5.7,0,92,false,"Horror, Thriller",NA
Infernal,2015-04-10,0,1.82,7,3.2,0,99,false,Horror,NA
The Armoire,2017-07-01,0,1.819,11,5.6,10000,14,false,Horror,NA
The Hanging Woman,1973-09-03,0,1.817,7,4.6,0,98,false,Horror,NA
Scarab,1984-06-22,0,1.817,2,5.5,0,92,false,"Adventure, Horror",NA
Theatre of Death,1967-11-01,0,1.817,17,6.3,0,91,false,"Horror, Mystery",NA
"Run, Hide, Die",2015-09-01,0,1.817,3,4.7,50000,75,false,"Horror, Thriller",NA
Nebulous Dark,2021-07-09,0,1.817,24,5.4,0,75,false,"Horror, Science Fiction",NA
Melany Rose,2020-03-22,0,1.817,0,0.0,0,90,false,"Horror, Mystery, Thriller",NA
SoulMaid,2007-06-09,0,1.816,6,3.3,0,99,false,"Comedy, Fantasy, Horror",NA
Daughters of Satan,1972-11-17,0,1.816,26,4.7,0,90,false,Horror,NA
Demented,1980-06-01,0,1.816,17,3.3,0,87,false,"Crime, Horror, Thriller",NA
Las Vegas Serial Killer,1986-01-01,0,1.816,4,2.9,0,87,false,"Horror, Thriller",NA
Devil's Trail,2017-12-12,0,1.816,10,6.1,0,73,false,Horror,NA
Angel,2018-07-21,0,1.816,2,5.5,0,0,false,"Horror, Thriller",NA
The Great American Snuff Film,2004-10-01,0,1.815,8,2.9,0,87,false,"Crime, Horror",NA
The Resonator: Miskatonic U,2021-02-26,0,1.815,7,4.9,0,68,false,"Horror, Science Fiction",NA
Ditched,2021-10-15,0,1.815,13,6.5,0,86,false,"Horror, Thriller",NA
Wisconsin Death Trip,1999-09-05,0,1.814,19,5.4,0,76,false,"Crime, Documentary, Horror",NA
The Shadow of Chikara,1977-01-01,0,1.814,10,5.3,0,114,false,"Horror, Western",NA
Scab,2005-10-21,0,1.814,5,4.3,0,101,false,Horror,NA
Canaries,2017-08-26,0,1.814,16,5.0,0,84,false,"Comedy, Horror, Science Fiction",NA
Paranormal Farm 2 - Closer to The Truth,2018-09-13,0,1.814,1,10.0,0,108,false,Horror,NA
Things 5,2019-04-16,0,1.814,2,2.0,0,72,false,Horror,NA
Blood Legacy,1971-03-17,0,1.81,13,4.0,0,82,false,"Horror, Mystery",NA
Mania,2015-09-18,0,1.81,2,0.8,0,88,false,"Horror, Romance",NA
Candy Land,2022-08-04,0,1.81,0,0.0,0,93,false,"Horror, Thriller",NA
Faces of Death IV,1990-11-28,0,1.809,17,3.6,0,89,false,"Documentary, Horror",Faces of Death Collection
Death Walks,2016-10-29,0,1.809,3,1.3,0,85,false,Horror,NA
Chainsaw Sally,2004-10-02,0,1.808,8,4.6,40000,83,false,Horror,NA
Holla If I Kill You,2003-09-30,0,1.808,1,5.0,0,81,false,"Comedy, Horror",NA
Dead Walkers: Rise of the 4th Reich,2014-04-01,0,1.808,3,2.0,0,90,false,Horror,NA
Rattled,1996-02-14,0,1.808,8,7.3,0,90,false,"Horror, Thriller, TV Movie",NA
Dead West,2017-01-31,0,1.808,3,8.0,0,7,false,"Action, Horror, Western",NA
Writers Retreat,2015-10-16,0,1.807,6,5.8,0,89,false,"Crime, Horror, Thriller",NA
Ascent to Hell,2017-03-16,0,1.807,9,5.9,0,80,false,Horror,NA
College Pranks,2018-03-15,0,1.807,1,5.0,500000,100,false,"Horror, Thriller",NA
Head Case,2007-09-08,0,1.806,8,3.6,5000,105,false,"Drama, Horror",Head Cases
Conjoined,2013-09-27,0,1.806,3,5.7,0,76,false,"Comedy, Horror",NA
Part One: The Killings,2022-09-22,0,1.806,0,0.0,0,1,false,"Comedy, Horror",NA
Camp Daze,2005-06-20,0,1.805,6,4.3,100000,94,false,"Comedy, Horror",NA
Nightmare Honeymoon,1974-09-20,0,1.805,3,5.0,0,95,false,"Crime, Drama, Horror",NA
Harold's Going Stiff,2011-05-06,0,1.805,15,4.5,0,77,false,"Comedy, Drama, Horror",NA
Ten,2014-03-28,0,1.805,7,4.6,25000,83,false,"Adventure, Horror, Mystery, Thriller",NA
Ring of Terror,1962-02-01,0,1.804,19,1.8,0,71,false,"Horror, Thriller",NA
Below Decks,2017-09-01,0,1.803,0,0.0,1500,12,false,"Horror, Thriller",NA
Mummy Dearest,2021-04-05,0,1.803,2,3.0,0,94,false,"Horror, Mystery, Thriller",NA
Love Me Deadly,1973-01-05,0,1.8,18,5.4,42500,95,false,"Drama, Horror",NA
Fear Of Clowns,2004-10-28,0,1.798,9,4.7,0,106,false,"Horror, Thriller",Fear of Clowns Collection
Dr. Jekyll & Mistress Hyde,2003-01-06,0,1.798,2,1.0,0,88,false,"Drama, Horror, Science Fiction",NA
Torment,2008-03-04,0,1.798,3,3.3,0,88,false,Horror,NA
Sorority Sister Slaughter,2008-05-20,0,1.798,3,2.0,1500000,90,false,Horror,NA
Crazy Murder,2014-01-01,0,1.798,15,5.7,5000,98,false,Horror,NA
Death Rider in the House of Vampires,2021-08-27,0,1.798,1,3.0,0,92,false,"Horror, Western",NA
A Cold Night's Death,1973-01-30,0,1.797,24,5.9,0,74,false,"Horror, Science Fiction, Thriller, TV Movie",NA
Herbert West: Re-Animator,2017-08-11,0,1.797,16,5.7,0,79,false,"Drama, Horror, Science Fiction",NA
The Haunting of Borley Rectory,2019-02-25,0,1.797,7,6.1,0,91,false,"Drama, Fantasy, History, Horror, Thriller, War",NA
Terror Talk,2018-08-24,0,1.797,4,3.5,0,89,false,Horror,NA
Girl Blood Sport,2020-04-20,0,1.797,1,1.0,30000,130,false,"Action, Adventure, Crime, Horror, Thriller",NA
A Perfect Host,2019-03-11,0,1.797,2,4.0,0,76,false,"Horror, Thriller",NA
Death Factory,2002-11-05,0,1.796,9,3.1,9000,81,false,Horror,NA
Yonggary,1999-07-17,0,1.796,17,2.7,0,100,false,"Action, Fantasy, Horror, Science Fiction",NA
Tabernacle 101,2019-08-30,0,1.796,8,3.9,0,99,false,"Drama, Horror",NA
Blood on the Highway,2008-01-01,0,1.795,9,3.8,0,88,false,"Comedy, Horror",NA
Lucky,2002-01-01,0,1.795,7,5.1,0,83,false,"Comedy, Fantasy, Horror",NA
Invasion Earth: The Aliens Are Here,1988-08-22,0,1.795,5,2.1,0,82,false,"Comedy, Horror, Science Fiction",NA
Secret Santa,2015-11-28,0,1.795,9,3.9,0,78,false,"Comedy, Horror",NA
Herbert West: Reanimator,2018-12-15,0,1.795,3,4.7,0,79,false,Horror,NA
Lillith,2019-09-13,0,1.795,7,5.1,170000,93,false,Horror,NA
Slash Dance,1989-09-12,0,1.794,3,2.5,0,83,false,Horror,NA
Ghostwood,2006-01-01,0,1.793,2,1.5,0,85,false,"Horror, Thriller",NA
Bachelor Party in the Bungalow of the Damned,2008-09-24,0,1.793,8,3.5,0,76,false,"Comedy, Horror",NA
Haunted Mansion,2015-12-25,0,1.793,1,6.0,0,110,false,"Horror, Thriller",NA
Behind the Walls,2018-02-01,0,1.793,6,6.3,0,91,false,Horror,NA
The Evil Below,1989-01-01,0,1.792,7,3.1,0,92,false,"Horror, Mystery",NA
George: A Zombie Intervention,2009-09-06,0,1.792,3,5.0,0,93,false,Horror,NA
Wild Grizzly,2000-01-01,0,1.792,1,4.5,0,101,false,"Adventure, Horror",NA
Lake Michigan Monster,2018-10-24,0,1.792,9,6.2,0,78,false,"Comedy, Fantasy, Horror, Mystery",NA
Mayday,2019-09-10,0,1.792,8,5.6,1000000,76,false,"Fantasy, Horror, Thriller",NA
11th Hour Cleaning,2022-07-05,0,1.792,3,4.0,0,72,false,Horror,NA
Gnaw,2008-10-31,0,1.791,25,3.4,0,90,false,"Comedy, Horror",NA
Hell's Highway,2002-02-12,0,1.791,9,4.6,0,70,false,"Horror, Thriller",NA
Voodoo Lagoon,2007-06-07,0,1.791,2,2.0,0,79,false,Horror,NA
Girlfriend from Hell,1989-04-24,0,1.79,9,4.3,0,92,false,"Comedy, Horror",NA
Gorillaz: Phase One - Celebrity Take Down,2002-11-26,0,1.79,3,8.3,0,174,false,"Animation, Comedy, Documentary, Horror, Music",NA
Dark Night of the Scarecrow 2: Straweyes,2022-05-10,0,1.79,0,0.0,0,85,false,Horror,Dark Night of the Scarecrow Collection
Nutbag,2000-12-13,0,1.789,8,3.8,40000,80,false,Horror,NA
Vampiyaz,2004-05-10,0,1.789,1,5.0,100000,83,false,Horror,NA
"Die Sister, Die!",1978-12-01,0,1.789,10,5.3,0,82,false,Horror,NA
909 Experiment,2000-01-11,0,1.789,3,5.0,0,92,false,Horror,NA
The Brandon Corey Story,2006-02-11,0,1.789,0,0.0,0,73,false,"Horror, Thriller",NA
Lost Hearts,1973-12-25,0,1.788,15,5.7,0,35,false,"Horror, Mystery, TV Movie",NA
Paranormal Activity Security Squad,2016-02-13,0,1.788,0,0.0,680000,92,false,"Comedy, Horror",NA
Bleed with Me,2020-08-26,0,1.788,9,3.7,0,79,false,"Horror, Thriller",NA
Onus,2020-12-01,0,1.788,2,5.5,0,88,false,Horror,NA
The Shadow of the Cat,1961-05-01,0,1.787,19,7.2,0,79,false,"Horror, Thriller",NA
Zombie Jamboree,1993-01-01,0,1.787,1,10.0,0,60,false,"Documentary, Horror",NA
Jacqueline Hyde,2005-10-01,0,1.787,7,4.1,0,94,false,"Horror, Science Fiction",NA
No One Can Hear You,2001-01-01,0,1.787,4,4.6,0,92,false,"Horror, Thriller",NA
Penda's Fen,1974-03-21,0,1.786,23,7.6,0,90,false,"Drama, Fantasy, Horror, TV Movie",NA
Don't Open Your Eyes,2018-10-31,0,1.786,8,6.1,0,87,false,"Drama, Horror",NA
Death to Metal,2018-10-17,0,1.785,1,9.0,23000,85,false,"Comedy, Horror",NA
Subject Two,2006-01-20,0,1.784,30,5.3,0,93,false,"Horror, Science Fiction, Thriller",NA
Blood Freak,1972-01-01,0,1.784,28,3.4,0,86,false,"Horror, Science Fiction",NA
Witchouse,1999-06-22,0,1.784,15,4.7,250000,72,false,Horror,Witchouse Series
Blur,2007-04-17,0,1.783,5,3.8,0,95,false,"Drama, Horror, Thriller",NA
Boots on the Ground,2017-08-26,0,1.783,14,5.3,0,86,false,Horror,NA
Dimension Z,2017-06-01,0,1.783,2,5.0,0,70,false,"Horror, Science Fiction",NA
Fear Filter,2019-03-14,0,1.782,5,6.5,0,4,false,Horror,NA
Termination,2019-08-11,0,1.782,7,3.5,0,82,false,"Action, Horror, Science Fiction",NA
Room 9,2021-07-20,0,1.782,1,1.0,0,0,false,Horror,NA
"I, Zombie: The Chronicles of Pain",1998-01-01,0,1.781,14,5.0,0,79,false,"Drama, Horror",NA
The Unknown Terror,1957-08-12,0,1.781,8,5.1,0,76,false,Horror,NA
6:66 PM,2017-11-04,0,1.781,6,5.8,0,82,false,"Comedy, Horror",NA
Deadly Encounter,1982-12-19,0,1.78,9,5.1,0,95,false,"Action, Crime, Drama, Horror, Thriller",NA
Devils of Darkness,1965-05-01,0,1.78,15,5.0,0,88,false,Horror,NA
Home Stay,2020-11-10,0,1.779,1,4.0,0,80,false,Horror,NA
